Date,Name,Country,BusinessType,BusinessSubType,BreachType,DataType,DataType2,InsideOutside,ThirdParty,ThirdPartyName,TotalAffected,RefPage,UID,XREF1,StockSymbol,DataRecovered,ConsumerLawsuit,ArrestProsecution
1/10/2000,CD Universe,US,Biz,Retail,Hack,CCN,?,Outside,No,,300000,http://attrition.org/dataloss/2000/01/cduniv01.html,DL-0427,,No,No,No,No
11/14/2000,Western Union,US,Biz,Fin,Hack,CCN,?,Outside,No,,15700,http://attrition.org/dataloss/2000/11/westernunion01.html,DL-0001,,WU,No,No,No
11/15/2000,Contour Software,US,Biz,Tech,Web,SSN,?,Inside - Accidental,No,,700,http://attrition.org/dataloss/2000/11/mortgage01.html,DL-0002,,No,No,No,No
11/15/2000,Travelocity,US,Biz,Retail,Web,NAA,?,Inside - Accidental,No,,51000,http://attrition.org/dataloss/2000/11/travelocity01.html,DL-0003,,No,No,No,No
12/9/2000,University of Washington Med Ctr.,US,Edu,Med,Hack,SSN,NAA,Outside,No,,4000,http://attrition.org/dataloss/2000/12/uwmc03.html,DL-0429,,No,No,No,No
3/5/2001,Amazon/Bibliofind.com,US,Biz,Retail,Hack,CCN,NAA,Outside,No,,98000,http://attrition.org/dataloss/2001/03/biblio01.html,DL-0004,,AMZN,Unknown,Unknown,Unknown
3/20/2001,atomicpark.com,US,Biz,Tech,Hack,CCN,?,Outside,No,,500,http://attrition.org/dataloss/2001/03/atomicpark01.html,DL-0005,,No,Unknown,Unknown,Unknown
4/2/2001,ADDR.com,US,Biz,Tech,Hack,CCN,NAA,Outside,No,,46000,http://attrition.org/dataloss/2001/04/addr01.html,DL-0006,,No,Unknown,Unknown,Unknown
4/17/2001,Accubyte,US,Biz,Tech,Web,CCN,NAA,Inside - Accidental,No,,250,http://attrition.org/dataloss/2001/04/accubyte01.html,DL-0007,,No,Unknown,Unknown,Unknown
4/27/2001,Egghead.com,US,Biz,Retail,Hack,CCN,?,Outside,No,,?,http://attrition.org/dataloss/2001/04/egghead01.html,DL-0008,,EGHDQ.PK,Unknown,Unknown,Unknown
5/25/2001,Health.org,US,Gov,Fed,Web,NAA,?,Inside - Accidental,No,,?,http://attrition.org/dataloss/2001/05/health01.html,DL-0009,,No,Unknown,Unknown,Unknown
6/21/2001,ZixIt-Anacom,US,Biz,Data,Hack,CCN,?,Outside,No,,?,http://attrition.org/dataloss/2001/06/zixit-anacom01.html,DL-0010,,No,Unknown,Unknown,Unknown
11/20/2001,Ziff-Davis,US,Biz,Media,Web,CCN,NAA,Inside - Accidental,No,,12500,http://attrition.org/dataloss/2001/11/ziff01.html,DL-0011,,ZFDH.PK,Unknown,Unknown,Unknown
11/20/2001,Playboy,US,Biz,Media,Hack,CCN,?,Outside,No,,?,http://attrition.org/dataloss/2001/11/playboy01.html,DL-0012,,PLA-A,Unknown,Unknown,Unknown
3/25/2002,BT,GB,Biz,Tech,Web,PPN,?,Inside - Accidental,No,,4960,http://attrition.org/dataloss/2002/03/bt01.html,DL-0013,,BTGOF.PK,Unknown,Unknown,Unknown
3/27/2002,Microsoft,US,Biz,Tech,Web,PPN,EMA,Inside - Accidental,No,,?,http://attrition.org/dataloss/2002/03/dotnet01.html,DL-0014,,MSFT,Unknown,Unknown,Unknown
3/29/2002,United States Government,US,Gov,Fed,Web,MISC,?,Outside,No,,?,http://attrition.org/dataloss/2002/03/dotgov01.html,DL-0015,,No,Unknown,Unknown,Unknown
1/3/2003,United States Department of Defense,US,Gov,Fed,Stolen Computers,SSN,NAA,Outside,Yes,Triwest,562000,http://attrition.org/dataloss/2003/01/triwest01.html,DL-0435,,No,No,No,No
1/30/2003,IBM,CA,Biz,Tech,Stolen Disk Drive,SSN,NAA,Outside,No,,180000,http://attrition.org/dataloss/2003/01/ibm01.html,DL-0439,,IBM,No,No,No
2/28/2003,Indiana University School of Medicine,US,Edu,Med,Hack,SSN,NAA,Outside,No,,7000,http://attrition.org/dataloss/2003/02/sleep01.html,DL-0430,,No,Unknown,Unknown,Unknown
3/6/2003,Data Processors International,US,Biz,Data,Hack,CCN,?,Outside,No,,5000000,http://attrition.org/dataloss/2003/03/dpi01.html,DL-0016,,No,Unknown,Unknown,Unknown
3/6/2003,University of Texas at Austin,US,Edu,Uni,Hack,SSN,EMA,Outside,No,,55200,http://attrition.org/dataloss/2003/03/uta02.html,DL-0017,,No,Unknown,Unknown,Unknown
3/31/2003,Georgia Tech University,US,Edu,Uni,Hack,CCN,?,Outside,No,,57000,http://attrition.org/dataloss/2003/03/gatech01.html,DL-0018,,No,Unknown,Unknown,Unknown
5/7/2003,Virginia Credit Union,US,Biz,Fin,Hack,CCN,?,Outside,No,,800,http://attrition.org/dataloss/2003/05/vcu01.html,DL-0019,,No,Unknown,Unknown,Unknown
7/12/2003,PetCo,US,Biz,Retail,Web,CCN,?,Outside,No,,500000,http://attrition.org/dataloss/2003/07/petco01.html,DL-0020,,PETC,No,No,No
11/22/2003,Wells Fargo,US,Biz,Fin,Stolen Computer,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2003/11/wells02.html,DL-0021,,WFC,No,No,Yes
12/18/2003,Acxiom Inc.,US,Biz,Data,Fraud - SE,CCN,NAA,Inside - Malicious,No,,?,http://attrition.org/dataloss/2003/12/acxiom04.html,DL-0022,,ACXM,Unknown,Unknown,Yes
12/19/2003,Bank Rhode Island,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,43000,http://attrition.org/dataloss/2003/12/bankri01.html,DL-0023,,No,Unknown,Unknown,Unknown
1/8/2004,U.S. Treasury Department,US,Gov,Fed,Email,EMA,?,Inside,No,,10000,http://attrition.org/dataloss/2004/01/treasury01.html,DL-0024,,No,Unknown,Unknown,Unknown
1/10/2004,New York University,US,Edu,Uni,Web,SSN,NAA,Inside - Accidental,No,,1800,http://attrition.org/dataloss/2004/01/nyu01.html,DL-0437,,No,No,No,No
1/14/2004,Airlines Reporting Corporation,US,Biz,Ind,Stolen Computer,CCN,?,Outside,No,,?,http://attrition.org/dataloss/2004/01/airline01.html,DL-0025,,No,Unknown,Unknown,Unknown
1/29/2004,University of Georgia,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,20000,http://attrition.org/dataloss/2004/01/uga02.html,DL-0026,,No,Unknown,Unknown,Unknown
2/3/2004,New York University,US,Edu,Uni,Web,SSN,NAA,Inside - Accidental,No,,2100,http://attrition.org/dataloss/2004/02/nyu02.html,DL-0438,,No,No,No,No
2/13/2004,California Employment Dev. Dept.,US,Gov,State,Hack,SSN,NAA,Outside,No,,90000,http://attrition.org/dataloss/2004/02/caedd01.html,DL-0027,,No,Unknown,Unknown,Unknown
3/17/2004,San Diego State University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,178000,http://attrition.org/dataloss/2004/03/sdsu01.html,DL-0028,,No,Unknown,Unknown,Unknown
3/19/2004,BJ's Wholesale Club,US,Biz,Retail,Hack,CCN,?,Outside,No,,?,http://attrition.org/dataloss/2004/03/bjw01.html,DL-0667,,BJ,Unknown,Unknown,Unknown
3/29/2004,GMAC Financial Services,US,Biz,Fin,Stolen Laptops,SSN,NAA,Outside,No,,200000,http://attrition.org/dataloss/2004/03/gmac01.html,DL-0469,,No,No,No,No
4/16/2004,Fleet Credit Card Services,US,Biz,Fin,Hack,CCN,?,Outside,No,,?,http://attrition.org/dataloss/2004/04/fleet01.html,DL-0029,,No,Unknown,Unknown,Unknown
4/29/2004,Illinois Secretary of State,US,Gov,State,Hack,MISC,?,Outside,No,,200000,http://attrition.org/dataloss/2004/04/plates01.html,DL-0030,,No,Unknown,Unknown,Unknown
4/29/2004,University of California at Los Angeles (UCLA),US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,145000,http://attrition.org/dataloss/2004/04/ucla01.html,DL-0031,,No,Unknown,Unknown,Unknown
5/7/2004,University of California San Diego,US,Edu,Uni,Hack,?,?,Outside,No,,380000,http://attrition.org/dataloss/2004/05/sdsu02.html,DL-0872,,No,No,No,No
5/12/2004,Alameda Alliance for Health,US,Med,NFP,Stolen Disk Drive,SSN,NAA,Outside,Yes,Spotcheck,95000,http://attrition.org/dataloss/2004/05/saab01.html,DL-0436,,No,No,No,No
6/24/2004,America Online,US,Biz,Tech,Fraud - SE,EMA,NAA,Inside - Malicious,No,,30000000,http://attrition.org/dataloss/2004/06/aol01.html,DL-0032,,TWX,Unknown,Unknown,Unknown
7/14/2004,Intuit,US,Biz,Tech,Stolen Computer,CCN,?,Outside,No,,47000,http://attrition.org/dataloss/2004/07/intuit01.html,DL-0468,,INTU,No,No,No
8/3/2004,Cal State San Marcos,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,23000,http://attrition.org/dataloss/2004/08/csu02.html,DL-0033,,No,Unknown,Unknown,Unknown
9/16/2004,Teledata Communications,US,Biz,Data,Fraud - SE,MISC,?,Inside - Malicious,No,,30000,http://attrition.org/dataloss/2004/09/tech01.html,DL-0034,,No,No,No,Yes
9/23/2004,Cal State Hayward,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,2000,http://attrition.org/dataloss/2004/09/csh01.html,DL-0035,,No,Unknown,Unknown,Unknown
11/25/2004,Brazos Higher Education Service Corporation,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,550000,http://attrition.org/dataloss/2004/11/braz01.html,DL-0467,,No,No,Yes,No
12/21/2004,Delta Blood Bank,US,Med,NFP,Stolen Laptop,SSN,NAA,Outside,No,,100000,http://attrition.org/dataloss/2004/12/blood01.html,DL-0036,,No,Unknown,Unknown,Unknown
12/22/2004,Hamilton County Ohio Clerk of Courts,US,Gov,County,Web,SSN,NAA,Inside - Accidental,No,,?,http://attrition.org/dataloss/2004/12/hccc01.html,DL-0372,,No,Unknown,Unknown,Unknown
1/10/2005,George Mason University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,32000,http://attrition.org/dataloss/2005/01/gmu01.html,DL-0037,,No,Unknown,Unknown,Unknown
1/18/2005,University of San Diego,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,3500,http://attrition.org/dataloss/2005/01/ucsd01.html,DL-0038,,No,Unknown,Unknown,Unknown
1/22/2005,University of Northern Colorado,US,Edu,Uni,Lost Disk Drive,SSN,NAA,Inside - Accidental,No,,15790,http://attrition.org/dataloss/2005/01/unc01.html,DL-0392,,No,Unknown,Unknown,Unknown
2/12/2005,SAIC,US,Gov,Fed,Stolen Computer,SSN,NAA,Outside,No,,45000,http://attrition.org/dataloss/2005/02/saic01.html,DL-0039,,SAI,Unknown,Unknown,Unknown
2/18/2005,University of Chicago Hospital,US,Edu,Med,Fraud - SE,NAA,?,Inside - Malicious,No,,85,http://attrition.org/dataloss/2005/02/uch01.html,DL-0040,,No,Unknown,Unknown,Unknown
2/21/2005,T-Mobile,US,Biz,Tech,Fraud - SE,PPN,EMA,Outside,No,,400,http://attrition.org/dataloss/2005/02/tmobile02.html,DL-0041,,No,No,No,Yes
2/26/2005,Bank of America,US,Biz,Fin,Lost Tapes,CCN,NAA,Outside,Yes,?,1000000,http://attrition.org/dataloss/2005/02/boa01.html,DL-0042,,BAC,No,No,No
2/26/2005,New York State,US,Gov,State,Web,MISC,?,?,?,,?,http://attrition.org/dataloss/2005/02/newyork01.html,DL-0043,,No,Unknown,Unknown,Unknown
3/1/2005,Paymaxx,US,Biz,Fin,Web,MISC,?,?,?,,100000,http://attrition.org/dataloss/2005/03/paymaxx01.html,DL-0044,,No,Unknown,Unknown,Unknown
3/2/2005,University of California Davis,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,1100,?,DL-0374,,No,Unknown,Unknown,Unknown
3/11/2005,Las Vegas DMV,US,Gov,State,Stolen Computer,SSN,NAA,Outside,No,,8900,http://attrition.org/dataloss/2005/03/lvdmv01.html,DL-0045,,No,Unknown,Unknown,Unknown
3/11/2005,ChoicePoint,US,Biz,Data,Fraud - SE,SSN,NAA,Outside,No,,163000,http://attrition.org/dataloss/2005/03/choicepoint01.html,DL-0046,,CPS,Unknown,Unknown,Unknown
3/11/2005,Kaiser Permanente,US,Med,NFP,Web,MED,?,Inside - Accidental,No,,140,http://attrition.org/dataloss/2005/03/kaiser02.html,DL-0047,,No,Unknown,Unknown,Unknown
3/16/2005,Chico State University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,59000,http://attrition.org/dataloss/2005/03/chico01.html,DL-0048,,No,Unknown,Unknown,Unknown
3/17/2005,Boston College,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,120000,http://attrition.org/dataloss/2005/03/bc01.html,DL-0049,,No,Unknown,Unknown,Unknown
3/18/2005,State of Michigan,US,Gov,State,?,MISC,?,?,?,,?,http://attrition.org/dataloss/2005/03/michigan01.html,DL-0050,,No,Unknown,Unknown,Unknown
3/19/2005,University Nevada Las Vegas,US,Edu,Uni,Hack,MISC,?,Outside,No,,5000,http://attrition.org/dataloss/2005/03/unlv01.html,DL-0051,,No,Unknown,Unknown,Unknown
3/23/2005,University of California San Francisco,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,7000,?,DL-0375,,No,Unknown,Unknown,Unknown
3/28/2005,University California Berkeley,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,98369,http://attrition.org/dataloss/2005/03/ucb01.html,DL-0052,,No,Yes,Unknown,Unknown
4/8/2005,San Jose Medical Group,US,Med,Org,Stolen Computer,SSN,NAA,Inside - Malicious,No,,187000,http://attrition.org/dataloss/2005/04/sjmg01.html,DL-0053,,No,No,No,Yes
4/12/2005,Lexis-Nexis,US,Biz,Data,Hack,SSN,NAA,Outside,No,,310000,http://attrition.org/dataloss/2005/04/lexisnexis01.html,DL-0054,,No,Unknown,Yes,Yes
4/12/2005,National Park Service,US,Biz,NFP,Hack,CCN,NAA,Outside,Yes,Eastern National,15000,http://attrition.org/dataloss/2005/04/eastnat01.html,DL-0055,,No,Unknown,Unknown,Unknown
4/12/2005,Tufts University,US,Edu,Uni,Web,MISC,?,Outside,Yes,RuffaloCODY,106000,http://attrition.org/dataloss/2005/04/tufts01.html,DL-0056,,No,Unknown,Unknown,Unknown
4/15/2005,Polo Ralph Lauren,US,Biz,Retail,Fraud - SE,CCN,?,Outside,No,,180000,http://attrition.org/dataloss/2005/04/prl01.html,DL-0057,,RL,Unknown,Unknown,Unknown
4/20/2005,Ameritrade,US,Biz,Fin,Lost Tapes,NAA,ACC,Outside,Yes,Unknown,200000,http://attrition.org/dataloss/2005/04/ameritrade01.html,DL-0058,,AMTD,Partial,No,No
4/21/2005,Carnegie Mellon University,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,19000,http://attrition.org/dataloss/2005/04/cm01.html,DL-0059,,No,Unknown,Unknown,Unknown
4/25/2005,NTT DATA Corporation,JP,Biz,Tech,Stolen Laptop,NAA,EMA,Outside,No,,2146,?,DL-0376,,No,Unknown,Unknown,Unknown
4/26/2005,Christus St. Joseph Hospital,US,Med,Hos,Stolen Computer,SSN,MED,Outside,Yes,Gateway File Systems,16000,http://attrition.org/dataloss/2005/04/christus01.html,DL-0060,,No,Unknown,Unknown,Unknown
4/28/2005,Georgia Southern University,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,?,http://attrition.org/dataloss/2005/04/gsu01.html,DL-0061,,No,Unknown,Unknown,Unknown
4/29/2005,Florida International University,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,?,http://attrition.org/dataloss/2005/04/fiu02.html,DL-0393,,No,Unknown,Unknown,Unknown
5/2/2005,Colorado State Health Dept.,US,Gov,Med,Stolen Laptop,MED,?,Outside,No,,1600,http://attrition.org/dataloss/2005/05/chd01.html,DL-0062,,No,Unknown,Unknown,Unknown
5/5/2005,Arbella Mutual Insurance Company,US,Biz,Fin,Web,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2005/05/arb01.html,DL-0394,,No,Unknown,Unknown,Unknown
5/6/2005,Michigan State University,US,Edu,Uni,Hack,CCN,?,Outside,No,,40000,http://attrition.org/dataloss/2005/05/msu01.html,DL-0063,,No,Unknown,Unknown,Unknown
5/12/2005,Hinsdale Central High School,US,Edu,HS,Hack,SSN,?,Outside,No,,?,http://attrition.org/dataloss/2005/05/hinsdale01.html,DL-0064,,No,Unknown,Unknown,Unknown
5/12/2005,Westborough Bank,US,Biz,Fin,Fraud - SE,SSN,?,Inside - Malicious,No,,750,http://attrition.org/dataloss/2005/05/westbr01.html,DL-0065,,No,Unknown,Unknown,Unknown
5/14/2005,Georgia Technology Authority,US,Gov,State,Fraud - SE,SSN,NAA,Inside - Malicious,No,,465000,http://attrition.org/dataloss/2005/05/gadmv01.html,DL-0066,,No,Unknown,Unknown,Unknown
5/16/2005,Oklahoma State University,US,Edu,Uni,Stolen Laptop,SSN,?,Outside,No,,37000,http://attrition.org/dataloss/2005/05/osu01.html,DL-0067,,No,Unknown,Unknown,Unknown
5/18/2005,University of Iowa,US,Edu,Uni,Hack,CCN,?,Outside,No,,30000,http://attrition.org/dataloss/2005/05/ui01.html,DL-0068,,No,Unknown,Unknown,Unknown
5/22/2005,Valdosta State University,US,Edu,Uni,Hack,SSN,?,Outside,No,,40000,http://attrition.org/dataloss/2005/05/valdosta01.html,DL-0069,,No,Unknown,Unknown,Unknown
5/23/2005,Jackson Community College,US,Edu,Uni,Hack,SSN,?,Outside,No,,8000,http://attrition.org/dataloss/2005/05/jcc01.html,DL-0070,,No,Unknown,Unknown,Unknown
5/23/2005,Bank of America / Wachovia,US,Biz,Fin,Fraud - SE,ACC,?,Inside - Malicious,No,,676000,http://attrition.org/dataloss/2005/05/boa02.html,DL-0071,,BAC,Unknown,Unknown,Unknown
5/23/2005,MCI,US,Biz,Tech,Stolen Laptop,SSN,NAA,Outside,No,,16500,http://attrition.org/dataloss/2005/05/mci01.html,DL-0072,,MCI,Unknown,Unknown,Unknown
5/25/2005,Purdue University,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,11360,http://attrition.org/dataloss/2005/05/purdue01.html,DL-0073,,No,Unknown,Unknown,Unknown
5/27/2005,Stanford University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,9600,http://attrition.org/dataloss/2005/05/stanford01.html,DL-0074,,No,Unknown,Unknown,Unknown
5/28/2005,Merlin Information Services,US,Biz,Data,Fraud - SE,CCN,?,Outside,No,,5875,?,DL-0377,,No,Unknown,Unknown,Unknown
5/31/2005,California Dept. Health Services,US,Gov,Med,Stolen Laptop,SSN,MED,Outside,No,,21600,http://attrition.org/dataloss/2005/05/cdhs01.html,DL-0075,,No,Unknown,Unknown,Unknown
6/1/2005,US Dept. Of Justice,US,Gov,Fed,Stolen Laptop,MISC,?,Outside,Yes,Omega World Travel,80000,http://attrition.org/dataloss/2005/06/owt01.html,DL-0076,,No,Unknown,Unknown,Unknown
6/4/2005,Duke University Medical Center,US,Edu,Med,Hack,SSN,?,Outside,No,,14000,http://attrition.org/dataloss/2005/06/duke01.html,DL-0077,,No,Unknown,Unknown,Unknown
6/4/2005,Cleveland State University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,44000,http://attrition.org/dataloss/2005/06/csu01.html,DL-0078,,No,Unknown,Unknown,Unknown
6/6/2005,Citigroup,US,Biz,Fin,Lost Tapes,SSN,ACC,Outside,Yes,UPS,3900000,http://attrition.org/dataloss/2005/06/citigroup01.html,DL-0079,,C,No,No,No
6/13/2005,Motorola,US,Biz,Tech,Stolen Computer,SSN,NAA,Outside,Yes,Affiliated Computer Services,?,http://attrition.org/dataloss/2005/06/motorola01.html,DL-0080,,MOT,Unknown,Unknown,Unknown
6/17/2005,Equifax Canada Inc.,CA,Biz,Fin,Hack,NAA,ACC,Outside,No,,605,http://attrition.org/dataloss/2005/06/equifax01.html,DL-0081,,No,Unknown,Unknown,Unknown
6/17/2005,Federal Deposit Insurance Corp.,US,Gov,Fed,Hack,SSN,NAA,Outside,No,,6000,http://attrition.org/dataloss/2005/06/fdic01.html,DL-0082,,No,Unknown,Unknown,Unknown
6/17/2005,University of Hawaii,US,Edu,Uni,Fraud - SE,SSN,NAA,Inside - Malicious,No,,150000,http://attrition.org/dataloss/2005/06/hawaii01.html,DL-0083,,No,Unknown,Unknown,Unknown
6/19/2005,Visa MasterCard American Express,US,Biz,Fin,Hack,CCN,?,Outside,Yes,CardSystems,40000000,http://attrition.org/dataloss/2005/06/cardsystems01.html,DL-0084,,MA AXP,Unknown,Unknown,Unknown
6/21/2005,CVS Corp.,US,Biz,Retail,Web,ACC,?,Inside - Accidental,No,,?,http://attrition.org/dataloss/2005/06/cvs01.html,DL-0085,,CVS-DB.V,Unknown,Unknown,Unknown
6/22/2005,Eastman Kodak Co.,US,Biz,Retail,Stolen Laptop,SSN,NAA,Outside,Yes,Hewitt Associates,5800,http://attrition.org/dataloss/2005/06/kodak01.html,DL-0086,,EK,Unknown,Unknown,Unknown
6/23/2005,Kent State University,US,Edu,Uni,Stolen Laptop,NAA,?,Outside,No,,1400,http://attrition.org/dataloss/2005/06/kent01.html,DL-0087,,No,Unknown,Unknown,Unknown
6/28/2005,University of Connecticut,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,72000,http://attrition.org/dataloss/2005/06/uconn01.html,DL-0088,,No,Unknown,Unknown,Unknown
6/29/2005,Medica Health Plans,US,Med,Ins,Fraud - SE *DISPUTED*,MISC,?,Inside - Malicious,No,,1200000,http://attrition.org/dataloss/2005/06/medica01.html,DL-0089,,No,Unknown,Unknown,Unknown
6/30/2005,DSW Shoes,US,Biz,Retail,Hack,CCN,?,Outside,No,,1496000,http://attrition.org/dataloss/2005/06/dsw01.html,DL-0090,,No,Unknown,Unknown,Unknown
6/30/2005,India Call Center,IN,Biz,Tech,Fraud - SE,ACC,CCN,Inside - Malicious,Yes,Infinity eSearch,1000,http://attrition.org/dataloss/2005/06/india01.html,DL-0091,,No,Unknown,Unknown,Unknown
6/30/2005,Bank of America,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,18000,http://attrition.org/dataloss/2005/06/boa02.html,DL-0378,,BAC,Unknown,Unknown,Unknown
7/1/2005,University of San Diego,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,3300,http://attrition.org/dataloss/2005/07/ucsd01.html,DL-0397,,No,Unknown,Unknown,Unknown
7/6/2005,Ohio State Univ. Medical Center,US,Edu,Med,Stolen Laptop,MISC,?,Outside,Yes,MTE Consulting,15000,http://attrition.org/dataloss/2005/07/osmc01.html,DL-0092,,No,Unknown,Unknown,Unknown
7/6/2005,Time Warner Inc.,US,Biz,Media,Stolen Tapes,SSN,NAA,Outside,Yes,Iron Mountain,600000,http://attrition.org/dataloss/2005/07/ironmountain01.html,DL-0093,,TWX,Unknown,Unknown,Unknown
7/7/2005,Michigan State University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,27000,http://attrition.org/dataloss/2005/07/msu02.html,DL-0094,,No,Unknown,Unknown,Unknown
7/8/2005,City National Bank,US,Biz,Fin,Lost Tapes,SSN,ACC,Outside,Yes,Iron Mountain,?,http://attrition.org/dataloss/2005/07/cnb01.html,DL-0400,,No,Unknown,Unknown,Unknown
7/9/2005,University of Southern Cailfornia,US,Edu,Uni,Web,SSN,NAA,Outside,No,,270000,http://attrition.org/dataloss/2005/07/usc01.html,DL-0095,,No,No,No,Yes
7/13/2005,Arizona Biodyne,US,Med,Ins,Stolen Tapes,SSN,NAA,Outside,No,,57000,http://attrition.org/dataloss/2005/07/bcbs01.html,DL-0096,,No,Unknown,Unknown,Unknown
7/20/2005,Iowa State University,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,4410,http://attrition.org/dataloss/2005/07/isu01.html,DL-0097,,No,Unknown,Unknown,Unknown
7/21/2005,University of Colorado at Boulder,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,42000,http://attrition.org/dataloss/2005/07/cub04.html,DL-0673,,No,Unknown,Unknown,Unknown
7/25/2005,St. John's Regional Med. Ctr.,US,Med,Hos,Stolen Computer,NAA,MED,Outside,Yes,KC & Associates,27000,http://attrition.org/dataloss/2005/07/stjohn01.html,DL-0098,,No,Unknown,Unknown,Unknown
7/28/2005,California State University Dominguez Hills,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,9614,http://attrition.org/dataloss/2005/07/csdh01.html,DL-0379,,No,Unknown,Unknown,Unknown
7/29/2005,San Diego Co. Emp. Ret. Assoc.,US,Gov,County,Hack,SSN,NAA,Outside,No,,32000,http://attrition.org/dataloss/2005/07/sdera01.html,DL-0099,,No,Unknown,Unknown,Unknown
7/30/2005,Austin Peay State University,US,Edu,Uni,Web,SSN,?,Inside - Accidental,No,,2772,http://attrition.org/dataloss/2005/07/AusPeay01.html,DL-0398,,No,Unknown,Unknown,Unknown
8/3/2005,University of Colorado,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,36000,http://attrition.org/dataloss/2005/08/cu01.html,DL-0100,,No,Unknown,Unknown,Unknown
8/4/2005,Cal Poly Pomona,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,31077,http://attrition.org/dataloss/2005/08/cpp01.html,DL-0101,,No,Unknown,Unknown,Unknown
8/4/2005,Anderson College,US,Edu,Uni,Disposal - Documents,SSN,?,Inside - Accidental,No,,800,http://attrition.org/dataloss/2005/08/and01.html,DL-0399,,No,Unknown,Unknown,Unknown
8/5/2005,Madison Area Technical College,US,Edu,Uni,Disposal - Documents,SSN,DOB,Inside - Accidental,No,,100,http://attrition.org/dataloss/2005/08/matc01.html,DL-0395,,No,Unknown,Unknown,Unknown
8/9/2005,University of North Texas,US,Edu,Uni,Hack,CCN,?,Outside,No,,38607,http://attrition.org/dataloss/2005/08/unt01.html,DL-0102,,No,Unknown,Unknown,Unknown
8/9/2005,Sonoma State University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,61709,http://attrition.org/dataloss/2005/08/ssu01.html,DL-0103,,No,Unknown,Unknown,Unknown
8/9/2005,Federal Reserve Bank,US,Gov,Fed,Lost Documents,SSN,NAA,Inside - Accidental,No,,?,http://attrition.org/dataloss/2005/08/FedRes01.html,DL-0401,,No,Unknown,Unknown,Unknown
8/10/2005,University of Utah,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,100000,http://attrition.org/dataloss/2005/08/uu01.html,DL-0380,,No,Unknown,Unknown,Unknown
8/12/2005,Verizon Wireless,US,Biz,Tech,Web,ACC,?,Inside - Accidental,No,,?,http://attrition.org/dataloss/2005/08/verizon01.html,DL-0104,,VZ,Unknown,Unknown,Unknown
8/15/2005,California State University Stanislaus,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,877,http://attrition.org/dataloss/2005/08/CSUStanislaus01.html,DL-0402,,No,Unknown,Unknown,Unknown
8/19/2005,University of Colorado,US,Edu,Uni,Web,SSN,NAA,Inside - Accidental,No,,49000,http://attrition.org/dataloss/2005/08/cu02.html,DL-0105,,No,Unknown,Unknown,Unknown
8/19/2005,United States Air Force,US,Gov,Fed,Hack,SSN,NAA,Outside,No,,33000,http://attrition.org/dataloss/2005/08/usaf01.html,DL-0106,,No,Unknown,Unknown,Unknown
8/27/2005,University of Florida,US,Edu,Med,Stolen Laptop,SSN,NAA,Outside,Yes,ChartOne,3851,http://attrition.org/dataloss/2005/08/chartone01.html,DL-0107,,No,Unknown,Unknown,Unknown
8/30/2005,California State University,US,Edu,Uni,Virus,SSN,NAA,Outside,No,,154,http://attrition.org/dataloss/2005/08/csu03.html,DL-0108,,No,Unknown,Unknown,Unknown
8/30/2005,JPMorgan Chase,US,Biz,Fin,Stolen Laptop,NAA,ACC,Outside,No,,?,http://attrition.org/dataloss/2005/08/jpmorgan01.html,DL-0109,,JPM,Unknown,Unknown,Unknown
